1659518794.915506 2022-08-03 11:26:34,915 MainProcess-221120 MainThread-140308941870912 synthetic_client:27 <module> INFO: SYNTHETIC init_client
1659518802.317011 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=571, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317176 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=572, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317321 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=573, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317462 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=574, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317605 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=575, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317747 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=576, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.317888 2022-08-03 11:26:42,317 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=577, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318051 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=578, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318277 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=579, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318435 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=580, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318579 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=581, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318723 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=582, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.318974 2022-08-03 11:26:42,318 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=583, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.319133 2022-08-03 11:26:42,319 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=584, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.319288 2022-08-03 11:26:42,319 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=585, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.319511 2022-08-03 11:26:42,319 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=586, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.319768 2022-08-03 11:26:42,319 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=587, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.319975 2022-08-03 11:26:42,319 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=588, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.320127 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=589, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.320272 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=590, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.320415 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=591, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.320557 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=592, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.320769 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=593, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.321000 2022-08-03 11:26:42,320 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=594, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.321224 2022-08-03 11:26:42,321 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=595, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.321435 2022-08-03 11:26:42,321 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=596, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.321662 2022-08-03 11:26:42,321 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=597, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.321882 2022-08-03 11:26:42,321 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=598, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.322121 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 funcx.sdk.executor:272 _submit_tasks DEBUG: Adding msg TaskSubmissionInfo(future_id=599, function_id='29b8cdfc-66fb-4189-92f8-14941b9b3180', endpoint_id='ee4737d1-cb0e-4048-93e7-b69fede8e4e3', args=..., kwargs=...) to funcX batch
1659518802.322290 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.client:154 post DEBUG: POST to submit with query_params None
1659518802.322395 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.client:291 request DEBUG: request will hit URL: https://api.dev.funcx.org/v2/submit
1659518802.322484 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.requests:308 request DEBUG: starting request for https://api.dev.funcx.org/v2/submit
1659518802.322592 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.requests:312 request DEBUG: transport request state initialized
1659518802.322662 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.requests:314 request DEBUG: transport request retry cycle. attempt=0
1659518802.322738 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.authorizers.renewing:149 ensure_valid_token DEBUG: RenewingAuthorizer checking expiration time
1659518802.322839 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.authorizers.renewing:157 ensure_valid_token DEBUG: RenewingAuthorizer determined time has not yet expired
1659518802.322904 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.authorizers.renewing:170 get_authorization_header DEBUG: bearer token has hash "0dab8991d77972506bcf1d69a7a26cdf5390d316cb16d693fef6f413336e1f61"
1659518802.322973 2022-08-03 11:26:42,322 MainProcess-221120 FuncX-Submit-Thread-140308912277248 globus_sdk.transport.requests:322 request DEBUG: request about to send
1659518802.400087 2022-08-03 11:26:42,400 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "01ec7845-29d7-45f0-9c37-64e60525a0...64", "exception": null}' [197 bytes]
1659518802.401163 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3028 result_start
1659518802.401393 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3028 result_retrieved
1659518802.401516 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3028 start 1659518799.2941823
1659518802.401647 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3028 end 1659518799.2941823
1659518802.401802 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3028 0
1659518802.401932 2022-08-03 11:26:42,401 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3028 01ec7845-29d7-45f0-9c37-64e60525a0b5
1659518802.510947 2022-08-03 11:26:42,510 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "396df0cd-0045-4f5d-9d8c-67b0c0d496...34", "exception": null}' [197 bytes]
1659518802.512102 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3029 result_start
1659518802.512242 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3029 result_retrieved
1659518802.512315 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3029 start 1659518799.299212
1659518802.512370 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3029 end 1659518799.299212
1659518802.512414 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3029 0
1659518802.512459 2022-08-03 11:26:42,512 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3029 396df0cd-0045-4f5d-9d8c-67b0c0d4966d
1659518802.631977 2022-08-03 11:26:42,631 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "5b15feb5-5b4a-4818-a9c5-4985c8e75d...23", "exception": null}' [197 bytes]
1659518802.633581 2022-08-03 11:26:42,633 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3031 result_start
1659518802.633790 2022-08-03 11:26:42,633 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3031 result_retrieved
1659518802.633985 2022-08-03 11:26:42,633 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3031 start 1659518799.300889
1659518802.634142 2022-08-03 11:26:42,634 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3031 end 1659518799.3008895
1659518802.634236 2022-08-03 11:26:42,634 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3031 0
1659518802.634322 2022-08-03 11:26:42,634 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3031 5b15feb5-5b4a-4818-a9c5-4985c8e75d65
1659518802.749290 2022-08-03 11:26:42,749 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "698fff60-f795-451e-a6af-8a072b0e2b...46", "exception": null}' [197 bytes]
1659518802.750687 2022-08-03 11:26:42,750 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3030 result_start
1659518802.750928 2022-08-03 11:26:42,750 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3030 result_retrieved
1659518802.751040 2022-08-03 11:26:42,751 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3030 start 1659518799.3001256
1659518802.751130 2022-08-03 11:26:42,751 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3030 end 1659518799.3001263
1659518802.751206 2022-08-03 11:26:42,751 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3030 0
1659518802.751278 2022-08-03 11:26:42,751 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3030 698fff60-f795-451e-a6af-8a072b0e2bff
1659518802.854395 2022-08-03 11:26:42,854 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "3222b152-72c2-49c0-a775-36311d7ad6...63", "exception": null}' [197 bytes]
1659518802.855769 2022-08-03 11:26:42,855 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3032 result_start
1659518802.855979 2022-08-03 11:26:42,855 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3032 result_retrieved
1659518802.856091 2022-08-03 11:26:42,856 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3032 start 1659518799.3037324
1659518802.856209 2022-08-03 11:26:42,856 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3032 end 1659518799.303733
1659518802.856285 2022-08-03 11:26:42,856 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3032 0
1659518802.856357 2022-08-03 11:26:42,856 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3032 3222b152-72c2-49c0-a775-36311d7ad671
1659518802.954004 2022-08-03 11:26:42,954 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "572f617a-8daf-496d-9114-6395110c82...14", "exception": null}' [197 bytes]
1659518802.955522 2022-08-03 11:26:42,955 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3033 result_start
1659518802.955766 2022-08-03 11:26:42,955 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3033 result_retrieved
1659518802.955889 2022-08-03 11:26:42,955 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3033 start 1659518799.3092244
1659518802.955980 2022-08-03 11:26:42,955 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3033 end 1659518799.3092248
1659518802.956057 2022-08-03 11:26:42,956 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3033 0
1659518802.956129 2022-08-03 11:26:42,956 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3033 572f617a-8daf-496d-9114-6395110c829a
1659518803.066150 2022-08-03 11:26:43,066 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "f1ff8a65-ad46-42c9-abe1-507b940279...45", "exception": null}' [196 bytes]
1659518803.067398 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3034 result_start
1659518803.067613 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3034 result_retrieved
1659518803.067727 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3034 start 1659518799.3098836
1659518803.067817 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3034 end 1659518799.3098836
1659518803.067893 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:81 <module> INFO: FUNCDURATION 3034 0
1659518803.067966 2022-08-03 11:26:43,067 MainProcess-221120 MainThread-140308941870912 synthetic_client:82 <module> INFO: FUNCBIND 3034 f1ff8a65-ad46-42c9-abe1-507b9402790f
1659518803.172006 2022-08-03 11:26:43,172 MainProcess-221120 FuncX-Poller-Thread-140308902049536 websockets.client:1152 read_frame DEBUG: < TEXT '{"task_id": "25cf2ea0-9752-4093-b203-d18e5f6134...15", "exception": null}' [197 bytes]
1659518803.173097 2022-08-03 11:26:43,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:68 <module> INFO: FUNC 3035 result_start
1659518803.173307 2022-08-03 11:26:43,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:76 <module> INFO: FUNC 3035 result_retrieved
1659518803.173422 2022-08-03 11:26:43,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:77 <module> INFO: FUNCREMOTE 3035 start 1659518799.3134358
1659518803.173547 2022-08-03 11:26:43,173 MainProcess-221120 MainThread-140308941870912 synthetic_client:78 <module> INFO: FUNCREMOTE 3035 end 1659518799.3134363
